replicate,sampled_years
873,2016|2018|2021|2022|2025|2016|2016|2016|2019|2016
874,2025|2020|2024|2020|2020|2018|2021|2016|2022|2018
875,2020|2018|2025|2019|2025|2020|2025|2022|2024|2016
876,2020|2016|2024|2022|2016|2022|2020|2022|2016|2022
877,2021|2017|2021|2021|2018|2018|2020|2021|2017|2018
878,2022|2018|2020|2016|2024|2022|2019|2020|2018|2021
879,2021|2024|2018|2024|2021|2017|2019|2025|2019|2020
880,2023|2016|2016|2016|2018|2016|2020|2016|2022|2018
881,2016|2019|2025|2017|2025|2020|2023|2022|2024|2023
882,2021|2024|2021|2016|2025|2016|2022|2018|2017|2023
883,2024|2023|2021|2019|2023|2023|2019|2022|2017|2018
884,2025|2025|2017|2025|2018|2016|2016|2017|2017|2018
885,2025|2021|2025|2024|2022|2021|2018|2021|2016|2022
886,2021|2018|2017|2024|2016|2021|2019|2016|2024|2024
887,2021|2025|2022|2023|2019|2024|2018|2023|2022|2025
888,2022|2018|2018|2017|2020|2020|2025|2018|2018|2025
889,2021|2019|2021|2019|2017|2016|2017|2022|2023|2020
890,2019|2016|2016|2016|2025|2025|2018|2018|2022|2017
891,2023|2019|2022|2022|2018|2016|2022|2018|2017|2022
892,2018|2017|2019|2023|2020|2021|2021|2017|2021|2022
893,2021|2016|2025|2021|2018|2016|2017|2017|2022|2016
894,2019|2021|2018|2017|2025|2021|2018|2019|2018|2024
895,2025|2022|2019|2024|2024|2017|2018|2022|2018|2021
896,2022|2017|2018|2018|2024|2018|2025|2018|2024|2016
897,2025|2025|2017|2018|2016|2021|2016|2019|2018|2023
898,2021|2021|2025|2019|2024|2018|2020|2020|2019|2021
899,2024|2021|2020|2024|2023|2025|2019|2023|2025|2016
900,2022|2016|2023|2023|2021|2018|2018|2020|2022|2020
901,2024|2019|2023|2025|2023|2020|2024|2019|2021|2024
902,2017|2024|2018|2025|2021|2021|2023|2017|2022|2023
903,2017|2016|2023|2019|2022|2025|2019|2019|2020|2017
904,2019|2024|2025|2020|2021|2019|2016|2024|2025|2025
905,2024|2019|2018|2024|2016|2016|2024|2021|2018|2022
906,2023|2020|2025|2021|2020|2020|2025|2020|2017|2021
907,2023|2018|2022|2016|2020|2021|2017|2019|2019|2023
908,2017|2020|2017|2016|2016|2020|2023|2021|2022|2017
909,2025|2017|2018|2018|2022|2025|2017|2025|2024|2020
910,2025|2024|2020|2020|2020|2017|2019|2022|2023|2017
911,2017|2020|2016|2025|2018|2022|2020|2025|2018|2017
912,2017|2025|2024|2025|2022|2017|2020|2021|2020|2025
913,2019|2019|2022|2016|2016|2024|2025|2020|2018|2021
914,2016|2020|2016|2020|2025|2019|2018|2019|2021|2017
915,2019|2020|2017|2023|2023|2021|2016|2023|2016|2025
916,2017|2018|2020|2019|2019|2018|2016|2016|2016|2020
917,2024|2019|2022|2018|2018|2022|2022|2018|2025|2016
918,2016|2019|2022|2023|2021|2020|2025|2016|2025|2021
919,2022|2021|2022|2023|2023|2018|2025|2021|2020|2025
920,2019|2016|2024|2017|2018|2020|2018|2025|2025|2018
921,2019|2019|2022|2021|2021|2019|2022|2024|2021|2025
922,2016|2022|2020|2025|2023|2018|2020|2019|2025|2021
923,2021|2016|2022|2018|2023|2024|2021|2023|2020|2020
924,2024|2024|2018|2021|2025|2018|2017|2016|2016|2017
925,2017|2023|2025|2022|2024|2022|2023|2016|2024|2021
926,2018|2019|2018|2022|2025|2019|2017|2023|2023|2016
927,2016|2018|2022|2024|2025|2017|2025|2018|2020|2018
928,2019|2025|2020|2018|2024|2017|2021|2019|2020|2025
929,2022|2020|2018|2018|2022|2025|2020|2019|2025|2017
930,2024|2023|2023|2024|2017|2021|2024|2024|2023|2019
931,2018|2016|2025|2020|2021|2023|2021|2019|2018|2021
932,2024|2019|2018|2019|2022|2020|2021|2016|2024|2023
933,2024|2024|2017|2018|2023|2025|2024|2025|2021|2020
934,2016|2024|2024|2020|2020|2016|2020|2024|2025|2017
935,2021|2021|2019|2022|2016|2018|2017|2021|2016|2021
936,2024|2018|2019|2023|2016|2023|2023|2022|2021|2019
937,2023|2017|2021|2018|2025|2019|2020|2023|2020|2024
938,2018|2022|2020|2021|2016|2018|2017|2020|2025|2020
939,2024|2019|2016|2025|2021|2022|2022|2023|2017|2019
940,2020|2025|2017|2025|2020|2021|2022|2019|2018|2021
941,2024|2018|2022|2021|2024|2023|2023|2019|2024|2025
942,2018|2025|2016|2021|2019|2018|2020|2018|2016|2018
943,2019|2020|2022|2017|2016|2017|2017|2020|2017|2023
944,2022|2018|2021|2024|2019|2021|2023|2021|2021|2017
945,2022|2018|2019|2018|2024|2020|2017|2025|2018|2023
946,2021|2016|2016|2020|2021|2023|2017|2021|2021|2022
947,2022|2021|2018|2016|2025|2023|2018|2022|2025|2017
948,2019|2025|2021|2018|2020|2022|2025|2024|2016|2021
949,2017|2021|2017|2020|2024|2019|2019|2017|2022|2025
950,2021|2021|2019|2024|2021|2024|2022|2016|2020|2023
951,2024|2025|2018|2024|2016|2025|2022|2020|2016|2017
952,2020|2022|2025|2022|2019|2016|2021|2017|2017|2022
953,2024|2019|2022|2016|2025|2016|2025|2021|2024|2021
954,2019|2019|2016|2024|2018|2022|2018|2019|2017|2024
955,2021|2018|2017|2017|2019|2019|2025|2022|2021|2024
956,2019|2022|2019|2020|2021|2019|2023|2024|2021|2022
957,2022|2024|2018|2017|2024|2017|2022|2019|2023|2019
958,2025|2018|2019|2020|2022|2024|2018|2018|2023|2016
959,2017|2020|2020|2018|2017|2021|2020|2016|2022|2019
960,2021|2022|2018|2016|2023|2025|2019|2019|2019|2024
961,2022|2019|2024|2018|2016|2024|2018|2020|2024|2023
962,2016|2018|2017|2024|2020|2019|2017|2025|2017|2025
963,2024|2020|2025|2020|2018|2020|2020|2023|2019|2025
964,2021|2023|2019|2021|2019|2025|2016|2019|2024|2017
965,2021|2024|2025|2021|2016|2024|2018|2019|2018|2018
966,2024|2024|2024|2021|2018|2019|2022|2019|2024|2022
967,2024|2022|2021|2025|2024|2019|2017|2018|2016|2024
968,2020|2024|2025|2025|2021|2021|2019|2016|2021|2019
969,2022|2024|2021|2019|2022|2017|2022|2023|2022|2022
970,2020|2018|2019|2020|2025|2023|2020|2017|2024|2021
971,2017|2025|2016|2019|2024|2020|2019|2019|2025|2016
972,2024|2018|2021|2018|2018|2020|2016|2024|2022|2016
973,2016|2024|2020|2024|2021|2018|2016|2016|2016|2017
974,2016|2017|2025|2022|2022|2017|2021|2016|2018|2022
975,2025|2016|2024|2024|2020|2023|2016|2020|2016|2022
976,2024|2023|2022|2017|2016|2018|2018|2018|2021|2020
977,2025|2020|2023|2017|2023|2022|2018|2022|2022|2020
978,2018|2016|2024|2025|2017|2017|2022|2018|2023|2019
979,2017|2018|2017|2023|2019|2019|2017|2018|2023|2018
980,2022|2025|2019|2017|2018|2020|2022|2018|2025|2023
981,2017|2016|2016|2016|2025|2021|2017|2018|2016|2021
982,2023|2018|2017|2023|2016|2024|2025|2019|2025|2023
983,2020|2021|2025|2016|2017|2016|2023|2024|2019|2022
984,2018|2025|2023|2023|2019|2017|2023|2025|2022|2018
985,2023|2018|2017|2018|2018|2023|2020|2016|2017|2025
986,2017|2023|2016|2020|2016|2022|2022|2017|2017|2021
987,2021|2017|2017|2020|2023|2021|2022|2016|2023|2019
988,2017|2023|2020|2018|2019|2025|2025|2017|2018|2023
989,2019|2016|2018|2021|2022|2025|2019|2018|2020|2016
990,2025|2021|2017|2016|2022|2021|2025|2019|2017|2022
991,2020|2023|2023|2016|2023|2020|2024|2025|2023|2023
992,2020|2024|2020|2021|2025|2025|2025|2024|2017|2025
993,2018|2018|2018|2023|2022|2025|2018|2018|2025|2017
994,2017|2016|2025|2016|2024|2016|2024|2018|2017|2023
995,2024|2018|2017|2019|2022|2024|2023|2024|2017|2023
996,2016|2016|2021|2024|2021|2016|2019|2017|2017|2025
997,2018|2018|2018|2018|2017|2023|2019|2023|2021|2023
998,2019|2021|2024|2017|2024|2025|2020|2021|2021|2016
999,2021|2018|2018|2017|2020|2021|2019|2023|2025|2023
1000,2019|2024|2018|2020|2019|2016|2020|2017|2016|2016
1001,2016|2024|2022|2020|2019|2020|2022|2022|2017|2021
1002,2021|2016|2023|2025|2020|2018|2018|2024|2020|2019
1003,2018|2023|2019|2017|2019|2023|2019|2025|2018|2016
1004,2018|2025|2016|2024|2024|2021|2019|2021|2020|2019
1005,2018|2020|2021|2021|2020|2018|2018|2023|2019|2022
1006,2018|2016|2024|2016|2024|2023|2020|2025|2022|2019
1007,2018|2022|2024|2024|2016|2018|2016|2020|2024|2022
1008,2022|2017|2016|2016|2021|2022|2017|2023|2023|2024
1009,2019|2019|2017|2020|2017|2017|2016|2022|2018|2019
1010,2017|2020|2018|2022|2020|2020|2017|2018|2022|2019
1011,2021|2022|2019|2024|2023|2020|2022|2018|2025|2017
1012,2023|2017|2020|2023|2019|2019|2017|2016|2025|2021
1013,2021|2018|2018|2022|2025|2022|2018|2024|2021|2025
1014,2020|2016|2018|2020|2025|2018|2025|2025|2021|2018
1015,2018|2021|2020|2025|2024|2022|2019|2024|2025|2025
1016,2024|2018|2017|2019|2019|2021|2019|2023|2021|2023
1017,2019|2016|2021|2016|2023|2019|2022|2017|2021|2019
1018,2024|2021|2022|2020|2018|2024|2017|2017|2020|2021
1019,2021|2016|2016|2017|2017|2016|2019|2018|2024|2020
1020,2024|2022|2025|2016|2019|2023|2016|2022|2025|2016
1021,2017|2019|2025|2020|2019|2022|2025|2017|2017|2022
1022,2017|2023|2016|2017|2024|2017|2023|2024|2020|2017
1023,2024|2020|2018|2021|2022|2023|2016|2020|2016|2021
1024,2018|2020|2025|2025|2022|2018|2025|2022|2017|2023
1025,2017|2025|2023|2018|2025|2023|2021|2018|2025|2018
1026,2023|2020|2024|2017|2019|2021|2021|2022|2019|2021
1027,2017|2016|2021|2016|2023|2018|2024|2017|2017|2019
1028,2023|2016|2018|2017|2016|2017|2021|2018|2021|2022
1029,2024|2024|2017|2017|2025|2017|2021|2021|2018|2020
1030,2017|2017|2018|2017|2018|2025|2025|2025|2023|2021
1031,2017|2017|2018|2021|2022|2023|2016|2024|2019|2019
1032,2017|2024|2019|2018|2017|2023|2024|2018|2025|2020
1033,2020|2024|2022|2021|2020|2023|2017|2021|2016|2025
1034,2024|2024|2018|2022|2018|2017|2025|2016|2024|2022
1035,2019|2016|2024|2018|2019|2022|2022|2018|2018|2020
1036,2024|2018|2022|2017|2023|2019|2018|2022|2025|2025
1037,2017|2025|2016|2023|2023|2019|2024|2018|2017|2016
1038,2016|2016|2024|2024|2023|2023|2023|2019|2025|2021
1039,2018|2023|2022|2025|2025|2018|2017|2019|2019|2019
1040,2018|2017|2025|2024|2019|2019|2018|2018|2021|2019
1041,2018|2016|2024|2016|2016|2025|2017|2022|2021|2025
1042,2019|2020|2025|2022|2023|2025|2024|2017|2024|2019
1043,2024|2018|2017|2020|2021|2025|2016|2023|2023|2016
1044,2023|2017|2021|2017|2016|2018|2021|2017|2018|2021
1045,2024|2019|2018|2016|2018|2022|2023|2022|2020|2020
1046,2018|2023|2016|2017|2020|2023|2019|2022|2017|2023
1047,2018|2020|2024|2016|2022|2025|2020|2018|2021|2021
1048,2021|2025|2025|2025|2016|2021|2021|2025|2018|2018
1049,2025|2020|2024|2019|2018|2024|2023|2025|2019|2021
1050,2017|2017|2020|2021|2017|2022|2018|2019|2018|2021
1051,2016|2024|2022|2020|2019|2023|2022|2020|2024|2023
1052,2018|2020|2018|2019|2020|2023|2017|2018|2022|2024
1053,2023|2020|2019|2018|2016|2019|2019|2025|2023|2024
1054,2018|2024|2025|2023|2023|2016|2018|2018|2018|2024
1055,2025|2020|2016|2021|2017|2017|2020|2024|2019|2020
1056,2020|2017|2017|2022|2018|2020|2023|2020|2016|2025
1057,2021|2024|2020|2019|2023|2025|2024|2025|2021|2018
1058,2019|2022|2023|2023|2020|2018|2017|2022|2024|2024
1059,2016|2025|2025|2023|2020|2018|2016|2017|2020|2019
1060,2017|2025|2020|2021|2019|2025|2024|2017|2020|2024
1061,2016|2023|2023|2017|2025|2017|2020|2016|2024|2019
1062,2018|2017|2024|2018|2021|2017|2024|2022|2022|2020
1063,2017|2025|2025|2022|2022|2019|2018|2016|2016|2016
1064,2021|2020|2019|2025|2018|2025|2018|2018|2025|2020
1065,2017|2020|2020|2020|2020|2024|2017|2023|2018|2019
1066,2020|2019|2016|2022|2024|2020|2019|2021|2019|2016
1067,2020|2023|2017|2018|2017|2016|2023|2022|2022|2023
1068,2021|2018|2024|2016|2016|2018|2022|2023|2020|2022
1069,2016|2017|2018|2019|2023|2024|2021|2017|2024|2023
1070,2017|2022|2023|2021|2016|2025|2024|2020|2016|2018
1071,2024|2018|2020|2022|2021|2022|2024|2020|2024|2021
1072,2020|2022|2016|2024|2025|2022|2016|2023|2025|2019
1073,2018|2021|2018|2017|2020|2025|2017|2025|2024|2021
1074,2018|2025|2018|2017|2017|2023|2017|2018|2018|2024
1075,2017|2019|2024|2022|2018|2025|2024|2021|2017|2021
1076,2024|2024|2025|2017|2023|2023|2022|2020|2019|2023
1077,2017|2020|2025|2016|2021|2016|2016|2021|2021|2016
1078,2019|2016|2018|2025|2024|2019|2016|2025|2022|2024
1079,2018|2022|2018|2024|2016|2024|2017|2024|2019|2023
1080,2017|2018|2022|2021|2020|2023|2021|2025|2024|2024
1081,2019|2023|2018|2020|2018|2019|2023|2020|2022|2024
1082,2020|2018|2025|2018|2025|2022|2023|2017|2016|2024
1083,2016|2025|2021|2024|2017|2025|2022|2021|2024|2023
1084,2025|2024|2017|2021|2018|2022|2020|2017|2021|2020
1085,2017|2025|2023|2017|2023|2018|2016|2025|2020|2023
1086,2021|2020|2024|2025|2016|2023|2017|2020|2019|2018
1087,2018|2022|2023|2025|2018|2022|2017|2023|2020|2017
1088,2023|2021|2018|2022|2023|2024|2025|2017|2017|2023
1089,2018|2016|2023|2020|2018|2016|2019|2018|2024|2024
1090,2025|2021|2019|2024|2023|2016|2016|2021|2018|2021
1091,2019|2016|2025|2020|2016|2021|2025|2019|2023|2017
1092,2025|2018|2018|2021|2023|2018|2018|2020|2024|2020
1093,2021|2022|2022|2025|2021|2022|2016|2024|2018|2022
1094,2025|2018|2022|2025|2017|2024|2024|2017|2021|2023
1095,2019|2020|2016|2016|2025|2019|2019|2020|2017|2018
1096,2020|2023|2022|2021|2019|2024|2020|2024|2016|2025
1097,2019|2019|2020|2024|2017|2016|2024|2025|2021|2022
1098,2024|2023|2024|2018|2025|2019|2021|2017|2018|2017
1099,2023|2024|2022|2016|2024|2017|2016|2023|2023|2024
1100,2025|2024|2022|2021|2017|2017|2023|2017|2020|2020
1101,2022|2022|2018|2025|2022|2023|2018|2021|2020|2025
1102,2018|2022|2020|2020|2024|2016|2018|2020|2025|2018
1103,2024|2017|2024|2016|2019|2022|2023|2017|2022|2023
1104,2022|2018|2019|2024|2021|2024|2021|2023|2019|2022
1105,2024|2024|2024|2025|2023|2025|2023|2025|2017|2025
1106,2023|2021|2018|2018|2019|2023|2023|2018|2018|2016
1107,2018|2024|2022|2017|2024|2022|2016|2018|2019|2019
1108,2020|2018|2025|2021|2023|2018|2024|2022|2024|2017
1109,2019|2017|2018|2020|2024|2024|2024|2022|2022|2018
1110,2018|2018|2017|2025|2025|2020|2021|2022|2025|2025
1111,2018|2025|2025|2024|2023|2023|2019|2022|2024|2025
1112,2019|2016|2023|2021|2018|2017|2020|2018|2024|2016
1113,2021|2025|2021|2025|2025|2023|2024|2022|2018|2019
1114,2024|2021|2017|2019|2024|2017|2017|2017|2018|2020
1115,2024|2016|2018|2021|2025|2024|2018|2019|2025|2017
1116,2025|2019|2022|2022|2017|2018|2022|2025|2017|2022
1117,2021|2025|2024|2025|2023|2021|2019|2016|2025|2023
1118,2025|2020|2023|2020|2022|2025|2018|2018|2021|2021
1119,2016|2017|2025|2022|2024|2022|2023|2016|2020|2023
1120,2021|2017|2023|2022|2018|2020|2025|2021|2018|2017
1121,2017|2021|2022|2018|2016|2020|2021|2021|2020|2016
1122,2020|2018|2018|2023|2016|2019|2024|2016|2016|2025
1123,2020|2022|2021|2016|2024|2018|2016|2022|2016|2023
1124,2022|2025|2017|2025|2018|2018|2024|2021|2017|2021
1125,2023|2018|2019|2019|2022|2018|2019|2016|2016|2017
1126,2017|2019|2016|2020|2023|2025|2022|2024|2019|2024
1127,2023|2017|2021|2020|2021|2020|2021|2017|2016|2024
1128,2022|2019|2019|2019|2018|2022|2023|2016|2022|2021
1129,2021|2017|2024|2022|2018|2023|2024|2025|2024|2020
1130,2018|2018|2018|2025|2018|2024|2020|2019|2025|2021
1131,2019|2019|2023|2017|2023|2021|2024|2021|2023|2024
1132,2018|2016|2025|2019|2021|2020|2017|2016|2016|2025
1133,2024|2024|2016|2023|2025|2016|2025|2018|2018|2025
1134,2020|2020|2024|2020|2024|2021|2017|2021|2022|2025
1135,2021|2023|2019|2025|2024|2017|2025|2019|2024|2023
1136,2022|2018|2024|2020|2018|2019|2021|2025|2021|2024
1137,2019|2017|2020|2019|2021|2024|2017|2022|2024|2017
1138,2023|2018|2023|2016|2016|2023|2025|2023|2023|2021
1139,2018|2021|2017|2022|2022|2020|2019|2022|2023|2022
1140,2022|2017|2023|2017|2022|2023|2017|2020|2022|2024
1141,2017|2025|2020|2018|2022|2025|2022|2020|2017|2020
1142,2022|2024|2016|2022|2019|2019|2023|2022|2023|2020
1143,2018|2019|2016|2019|2016|2023|2025|2025|2023|2022
1144,2018|2019|2023|2021|2022|2018|2018|2017|2020|2016
1145,2020|2024|2020|2025|2021|2023|2020|2018|2022|2020
1146,2020|2023|2023|2021|2018|2019|2016|2022|2022|2018
1147,2020|2016|2024|2017|2021|2021|2016|2023|2016|2025
1148,2020|2017|2020|2022|2023|2019|2020|2024|2016|2021
1149,2019|2023|2021|2016|2017|2017|2022|2023|2018|2023
1150,2017|2018|2021|2021|2019|2025|2017|2022|2025|2018
1151,2022|2022|2019|2025|2023|2018|2016|2021|2024|2023
1152,2021|2025|2016|2024|2024|2023|2018|2018|2023|2016
1153,2017|2025|2022|2023|2025|2016|2022|2016|2018|2018
1154,2022|2017|2017|2017|2025|2019|2019|2024|2024|2020
1155,2025|2017|2019|2024|2020|2022|2020|2023|2025|2024
1156,2022|2016|2021|2024|2025|2024|2023|2025|2022|2021
1157,2025|2022|2018|2022|2023|2024|2024|2024|2018|2022
1158,2018|2025|2017|2016|2017|2018|2018|2018|2021|2021
1159,2017|2016|2020|2023|2024|2016|2019|2021|2017|2019
1160,2022|2025|2024|2025|2019|2019|2016|2021|2022|2023
1161,2022|2024|2023|2023|2021|2016|2025|2020|2018|2022
1162,2018|2019|2016|2022|2018|2018|2025|2019|2016|2018
1163,2019|2019|2018|2016|2025|2016|2020|2020|2019|2019
1164,2016|2022|2023|2021|2020|2016|2020|2025|2022|2017
1165,2018|2018|2020|2022|2023|2019|2022|2024|2021|2025
1166,2023|2019|2019|2020|2018|2018|2022|2016|2016|2022
1167,2024|2019|2019|2024|2022|2016|2021|2025|2023|2016
1168,2022|2025|2025|2017|2020|2020|2023|2024|2024|2020
1169,2019|2025|2021|2017|2017|2024|2022|2025|2023|2021
1170,2016|2017|2016|2022|2021|2023|2020|2017|2019|2025
1171,2023|2022|2022|2023|2017|2024|2025|2018|2025|2016
1172,2020|2019|2025|2024|2025|2021|2025|2021|2022|2019
1173,2020|2019|2018|2025|2022|2023|2024|2017|2019|2016
1174,2024|2025|2022|2018|2016|2019|2021|2022|2018|2016
1175,2019|2025|2022|2021|2018|2019|2018|2022|2016|2024
1176,2024|2016|2017|2016|2020|2024|2019|2018|2021|2022
1177,2020|2024|2022|2023|2025|2020|2019|2021|2021|2016
1178,2021|2023|2022|2023|2022|2018|2019|2022|2021|2019
1179,2018|2016|2016|2017|2017|2021|2020|2016|2023|2022
1180,2023|2021|2023|2021|2020|2024|2025|2024|2020|2022
1181,2019|2020|2021|2020|2025|2017|2023|2024|2020|2018
1182,2019|2023|2019|2025|2024|2018|2018|2019|2024|2022
1183,2016|2019|2018|2022|2019|2025|2018|2020|2023|2017
1184,2019|2021|2018|2018|2022|2018|2016|2019|2016|2020
1185,2025|2016|2018|2017|2020|2025|2017|2021|2020|2025
1186,2018|2019|2017|2017|2020|2018|2022|2016|2024|2021
1187,2016|2023|2023|2025|2022|2019|2016|2024|2023|2021
1188,2017|2016|2021|2024|2017|2016|2016|2020|2018|2021
1189,2016|2024|2018|2021|2019|2016|2020|2022|2022|2022
1190,2023|2018|2017|2018|2024|2019|2019|2022|2020|2021
1191,2017|2018|2020|2024|2025|2017|2018|2020|2023|2017
1192,2021|2024|2020|2017|2018|2022|2020|2022|2018|2016
1193,2018|2024|2016|2018|2023|2016|2017|2019|2024|2018
1194,2023|2022|2022|2016|2020|2018|2020|2021|2021|2019
1195,2025|2025|2022|2025|2018|2022|2024|2022|2022|2016
1196,2016|2021|2016|2018|2017|2020|2019|2020|2020|2017
1197,2022|2020|2025|2025|2018|2016|2020|2019|2024|2021
1198,2020|2021|2019|2020|2024|2021|2022|2021|2024|2017
1199,2023|2025|2025|2017|2020|2019|2022|2025|2022|2025
1200,2018|2022|2018|2020|2023|2025|2022|2018|2025|2017
1201,2018|2017|2023|2024|2024|2023|2016|2025|2020|2017
1202,2019|2018|2020|2016|2022|2017|2023|2022|2022|2017
1203,2016|2021|2020|2019|2018|2018|2021|2020|2022|2021
1204,2019|2024|2025|2018|2022|2025|2016|2017|2020|2017
1205,2022|2019|2016|2017|2018|2022|2019|2025|2018|2016
1206,2025|2017|2019|2019|2017|2019|2025|2016|2019|2025
1207,2018|2023|2020|2016|2020|2020|2024|2019|2020|2019
1208,2023|2025|2023|2017|2022|2017|2017|2017|2019|2018
1209,2018|2017|2025|2016|2019|2022|2025|2022|2020|2021
1210,2024|2019|2024|2018|2023|2017|2023|2025|2025|2020
1211,2020|2019|2023|2021|2025|2025|2017|2025|2019|2024
1212,2020|2023|2017|2022|2019|2019|2023|2019|2023|2022
1213,2016|2024|2016|2019|2020|2018|2022|2019|2021|2024
1214,2024|2017|2020|2020|2023|2017|2017|2019|2021|2022
1215,2020|2021|2018|2025|2022|2020|2020|2024|2019|2016
1216,2019|2021|2024|2016|2021|2020|2025|2016|2019|2021
1217,2016|2019|2024|2025|2020|2018|2017|2019|2025|2023
1218,2017|2025|2020|2021|2017|2020|2019|2025|2016|2023
1219,2024|2023|2022|2016|2018|2023|2021|2020|2016|2024
1220,2020|2022|2025|2023|2021|2023|2018|2017|2017|2025
1221,2017|2016|2024|2016|2020|2020|2025|2019|2018|2017
1222,2022|2016|2021|2020|2021|2019|2024|2020|2022|2025
1223,2023|2018|2024|2020|2021|2025|2016|2024|2017|2016
1224,2024|2023|2025|2021|2022|2021|2019|2018|2024|2019
1225,2019|2017|2022|2023|2025|2023|2023|2020|2024|2022
1226,2023|2022|2017|2024|2020|2017|2020|2020|2023|2021
1227,2016|2020|2017|2025|2021|2024|2020|2022|2019|2019
1228,2020|2023|2017|2019|2023|2017|2023|2023|2022|2016
1229,2022|2018|2025|2017|2023|2017|2023|2021|2021|2021
1230,2024|2025|2024|2021|2021|2021|2016|2018|2024|2024
1231,2023|2020|2019|2018|2021|2017|2018|2020|2019|2022
1232,2016|2018|2016|2017|2025|2018|2017|2022|2023|2025
1233,2020|2016|2023|2025|2025|2023|2021|2023|2017|2024
1234,2025|2016|2023|2017|2019|2017|2022|2016|2017|2020
1235,2025|2022|2023|2020|2024|2024|2025|2023|2023|2016
1236,2018|2024|2017|2022|2018|2019|2025|2025|2023|2017
1237,2023|2016|2025|2025|2016|2021|2023|2024|2023|2019
1238,2018|2017|2020|2022|2019|2025|2022|2024|2017|2020
1239,2022|2024|2019|2020|2016|2022|2021|2019|2023|2019
1240,2017|2017|2022|2017|2017|2021|2019|2020|2020|2018
1241,2017|2023|2018|2019|2021|2022|2016|2023|2018|2019
1242,2022|2025|2024|2024|2016|2018|2016|2023|2016|2024
1243,2017|2024|2021|2017|2020|2025|2019|2018|2020|2020
1244,2017|2022|2020|2019|2025|2018|2017|2018|2021|2025
1245,2024|2024|2020|2016|2017|2025|2023|2016|2025|2022
1246,2022|2022|2025|2020|2022|2019|2016|2022|2019|2025
1247,2020|2019|2025|2016|2025|2018|2021|2016|2022|2024
1248,2022|2016|2024|2019|2020|2025|2021|2019|2017|2019
1249,2022|2017|2018|2024|2016|2019|2023|2018|2025|2025
1250,2021|2020|2019|2024|2025|2025|2021|2017|2021|2016
1251,2022|2016|2025|2022|2018|2017|2021|2025|2019|2018
1252,2020|2016|2021|2025|2022|2023|2020|2024|2024|2020
1253,2018|2020|2025|2016|2024|2016|2019|2019|2022|2022
1254,2018|2018|2024|2025|2022|2017|2025|2017|2022|2017
1255,2023|2024|2016|2020|2022|2016|2018|2022|2023|2020
1256,2016|2022|2022|2017|2018|2022|2023|2018|2018|2019
1257,2021|2018|2021|2022|2020|2021|2021|2023|2023|2022
1258,2023|2020|2023|2023|2019|2016|2016|2021|2025|2024
1259,2022|2021|2017|2017|2020|2022|2016|2022|2023|2025
1260,2021|2022|2017|2021|2017|2021|2017|2019|2016|2019
1261,2021|2022|2016|2022|2025|2024|2019|2017|2024|2018
1262,2023|2018|2021|2021|2021|2019|2023|2017|2025|2025
1263,2021|2024|2025|2023|2019|2025|2018|2016|2018|2018
1264,2018|2016|2022|2022|2016|2017|2024|2025|2017|2022
1265,2020|2022|2023|2017|2016|2017|2020|2019|2016|2021
1266,2018|2021|2021|2021|2020|2025|2018|2021|2017|2019
1267,2021|2023|2017|2020|2019|2023|2017|2020|2018|2024
1268,2019|2021|2018|2025|2023|2017|2025|2024|2025|2022
1269,2017|2020|2024|2017|2024|2020|2018|2019|2024|2022
1270,2022|2021|2024|2019|2016|2016|2021|2017|2023|2023
1271,2024|2022|2016|2016|2024|2019|2016|2022|2023|2023
1272,2021|2018|2025|2019|2023|2021|2017|2020|2021|2024
1273,2018|2020|2020|2025|2017|2023|2022|2018|2024|2020
1274,2016|2020|2018|2023|2022|2024|2022|2019|2021|2023
1275,2019|2023|2017|2023|2018|2025|2025|2020|2023|2016
1276,2020|2019|2023|2017|2020|2019|2022|2018|2017|2020
1277,2023|2017|2024|2016|2017|2022|2024|2017|2016|2024
1278,2025|2023|2018|2017|2019|2016|2021|2019|2018|2024
1279,2018|2019|2018|2024|2018|2018|2020|2019|2023|2025
1280,2017|2023|2019|2018|2020|2022|2023|2019|2025|2022
1281,2023|2018|2023|2018|2021|2016|2022|2024|2020|2018
1282,2023|2022|2017|2016|2023|2025|2025|2024|2024|2023
1283,2023|2017|2019|2020|2020|2018|2025|2021|2018|2016
1284,2025|2020|2019|2016|2024|2020|2019|2019|2023|2017
1285,2018|2020|2022|2021|2024|2017|2020|2025|2017|2024
1286,2024|2020|2020|2024|2016|2016|2021|2023|2017|2021
1287,2024|2019|2017|2016|2022|2023|2018|2016|2025|2017
1288,2024|2020|2016|2024|2021|2023|2019|2017|2018|2018
1289,2019|2021|2023|2016|2023|2016|2018|2018|2019|2016
1290,2022|2022|2017|2022|2017|2020|2016|2021|2016|2024
1291,2017|2017|2018|2023|2017|2017|2019|2017|2025|2018
1292,2021|2017|2023|2017|2021|2020|2017|2019|2025|2024
1293,2024|2019|2023|2016|2019|2021|2023|2025|2021|2022
1294,2018|2021|2020|2021|2024|2018|2023|2018|2022|2022
1295,2021|2022|2022|2020|2021|2016|2016|2022|2022|2017
1296,2020|2017|2020|2022|2025|2019|2023|2020|2023|2025
1297,2024|2017|2024|2020|2020|2018|2020|2023|2018|2017
1298,2017|2024|2023|2019|2021|2025|2023|2022|2023|2018
1299,2020|2023|2021|2025|2020|2025|2022|2017|2025|2016
